Comment,Rating
新東陽的豬肉乾很好吃，來試看看牛肉乾的品質,5
贈品當天就送到，主商品呢？,5
包裝完整，出貨快速，商品質感很好，適合休閒時刻解饞的好食品，好吃值得購買。,5
到貨快速，品質良好，很滿意,5
到貨快速，品質良好，很滿意,5
老字號品牌就是不一樣，口味口感都讓我愛不釋手，自己吃或送人都很適合,5
牛肉乾已回購多次，超愛黑胡椒口味和麻辣口味,5
商品品質好~再一次回購,5
品質佳又好吃. 特賣時必備儲糧.,5
有特價時買，CP值高。,5
看到特價活動599買的，希望好吃,4
知名品牌經常促銷時回購,5
特價時必回購上,5
已經多次購買，但這次似乎硬了些,4
好吃，值得再回購，肉乾多汁,5
特價買很優惠,5
很好吃 肉也很大塊、扎實 如果能辣一點會更好,5
出貨迅速，試吃看看，若不錯吃則會回購。,4
首次選購，看評論均為好評，就買來吃吃看。,4
此次特價再回購送朋友分享,5
原味牛肉乾正常口乾偏濕、甜，果汁肉乾味道特別，較沒牛肉乾味，口乾偏濕、甜。,4.5
商品符合預期，特價趕緊囤貨,4
出貨快速，包裝完整。,5
比市價優惠且有贈品，又宅配至府,5
888888888888,4
好吃，是長期回購的零食，趁有優惠價多買幾組,5
好吃😋的牛肉乾，很濕潤一點都不乾澀，果然是老牌子。,5
"特價549元選三種口味,原味,黑胡椒及辣味果汁,先吃辣味果汁,不辣濕粘,太甜也稍偏硬,不适合老人家吃",3
超優惠價還送肉醬 必需補貨^^,5
辣味一點都不辣口味偏甜，不過肉乾濕潤好入口，下次回購會考慮選麻辣口味,4.5
好吃，製工良好，且我也是一直購買補貨。,5
親友覺得是個好商品👍♥️✨物超所值的,5
筋很多而且口感很軟爛,1
麻辣的很讚,5
好吃又特價 當然要手刀購買,5
出貨速度超級快 商品品項都正確無誤 值得分享推薦給大家,5
常常買，很喜歡這個商品，味道好。,5
常常買，很喜歡這個商品，味道好。,5
常常買，很喜歡這個商品，味道好。,5
出貨速度快！果汁牛肉乾好吃，已經數次購買了！,5
到貨速度好快…,5
好吃的肉乾，在momo 買三不五時會有特惠價，特價就是買爆！,5
多汁不乾澀好吃牛肉乾,5
出貨很快速，商品價格優惠,4
這是第三次回購了！也是目前最划算的組合了！可是為什麼訂了兩組只來了一個贈品？下單時明明叫我選兩個？,5
"新東陽牛肉乾很適合嘴饞吃, ，但此次快速到貨實在太慢.",5
出貨快速，包裝完整，東西好吃,5
出貨速度快，商品正確，包裝也完好，東西還不錯，有需要會再次回購。,5
不愧牛肉乾第一品牌，肉鮮甜多汁！,5
599是我見過最低價格 蝦皮雖也有599優惠但口味無法任選 所以只要看到必買,5
出貨速度快品質還不錯，應該會再回購,4
大大包，牛肉美味不乾好咬，讚！,5
牛肉乾非常好吃，尤其是辣味的，可惜這次送貨有點慢。,5
親友覺得是個好商品👍♥️✨物超所值的,5
送貨人員按電鈴告知有包裹，叫我下樓去拿（不是應該送上樓嗎？）這點很不滿意。,5
好吃的口感，打折時購買划算,5
已經買過幾次了，趁特價的時候買真划算 從年輕吃到現在就是喜歡這個味道,5
商品很好 只是我想趁还有特價 換個不同口味,4.5
辣味不辣，不要胡椒和椒麻太辣..,5
新東陽牛肉乾的肉質不乾柴，好吃,5
有品牌的公司，品質就有保證,4.5
覺得好吃，已經多次購買，優惠期間必買。,5
新東陽就是老品牌，買他們家的商品感覺較安心，果汁牛肉乾好吃，會再回購,5
已經回購多次，味道口味我喜歡，再有特價，還會再買,5
原味，辣味都好吃！值得再回購,5
有特價時買，CP值高。,5
份量足，還沒有吃..,4
牛肉乾吃起來不會很乾很硬，口感濕潤不 柴，味道足好吃,5
送貨快速，包裝方便，美味好吃,5
趁特價回購解饞 配送迅速,4
出貨速度快，特價優惠還送牛肉醬罐頭。,5
"已經收到貨, 開始使用, 非常感謝!",5
牛肉乾就是要吃新東陽的，已回購多次,5
長期回購之商品，調味如能淡些就更好。,4
新東陽牛肉乾好吃，價格也不貴，cp值高,5
包裝良好商品無誤，經由朋友介紹買了自在一號先喝看看，賣家出貨速度快賣場評價也非常高，喝喜歡會繼續再次回購喔！,5
送貨速度超快 果汁牛肉乾口感濕潤不死鹹 還帶點嚼度 很不錯 下次會再回購,5
果汁牛肉乾很濕潤，而且軟硬適中，很好咬。唯一覺得有點鹹，可以配個茶或黑咖啡。,5
大品牌產品，口味唯持。量好像有點少,5
好吃，有腳勁，一直都吃這個,5
好吃，家中常備零食。特價必買。,5
好吃,5
好吃好吃好吃好吃好吃,4
包裝完整，到貨快速，已回購多次,5
牛肉乾好吃 只是保存期限不長,5
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
好吃...大品牌值得信賴,4
麻辣牛肉乾已經吃了好多次很好吃 這次趁特價又買,5
收到了，謝謝。,5
辣味果汁偏甜，其他都很好！,4.5
It is very good,5
一直有在吃新東陽的牛肉乾，碰到了優惠方案，一定要購買的！,5
"出貨速度超快,送禮自用都不錯.",5
親友覺得是個好商品👍♥️✨物超所值的,5
剛好看到有特價，就再次回購，good,4
出貨速度很快！商品也好吃，但商品效期有點短，要盡快吃完，會有壓力！,4
是晚酌的最佳好夥伴。,5
出貨快速，CP質高👍,5
好吃又順口，一口接一口,5
111222222222222,4.5
好吃好看，C P值還不錯,5
感覺跟在全x買的100多的牛肉乾有差耶，原味都甜，只是不ㄓ是份量關係還是什麼原因，半夜醒來就嗑光一包原味，好吃。尊重有些人的宗教信仰，但美食就是這樣子：活著 ）thanksgiving,5
出貨速度很快，價格優惠，贈品佳，CP值很高。,5
出貨速度很快，包裝良好，牛肉乾的品質我很喜歡，咬起來不會很硬很乾，是會繼續購買的產品,5
牛肉乾還是新東陽最好吃，軟嫩多汁..,5
出貨速度快，包裝完整。,5
商品符合期待新鮮好吃很喜歡,5
這次特價幫朋友回購可是重量減輕不知品質有沒有變因為是幫人家買的怕品質不好有損介紹的好意,5
"收到的貨有2包效期只剩2個月21,22天，連1/2都不到！又不是漂洋過海來的！另1包剩4個月又3天，為什麼不能出同1天的貨，至少別差太多啊！吃的東西就是要新鮮！贈品*3樣都比主商品新鮮！",2.5
以前就吃過新東陽牛肉乾，覺得份量十足，不會太乾，趁這次特價再來回購,5
讚讚讚讚讚讚讚讚讚讚讚讚,5
打開箱子第一包辣味果汁牛肉乾那包 破了好大一個 洞 他是面朝下貼著第二包,3.5
包裝完整出貨快速，商品質感很好，美味可口的休閒零食，適合全家人享用，期待再次回購。,5
兩天內收到送的牛肉醬及肉燥各一個,5
出貨極快，品質優質，價錢公道。,5
好吃！家裡必備零食，特價立馬下單,5
出貨快速，每樣商品都正確無誤，物美價廉，是一次愉快的購物體驗，值得推薦的好賣家！,5
出貨快好吃己回購多次,5
定期會回購的商品趁優惠活動再買起來,4
包裝完整，到貨快速，已回購多次,5
出貨速度很慢，嚴重影響到我出行的規劃。,4
唰嘴的零食，搭上快速出貨的速度，真的很方便，優惠活動如果可以再多一點就更好。,5
新東陽牛肉乾好吃，趁活動買起來,5
又甜也鹹，醬汁也是一個重量,4
校旗不常 校旗不夠長 校旗就是不常 要吃得很拚,4.5
同事說難得特價還送罐頭，讚,5
"這次的品質有點不OK,都是肉碎片帶筋，不是整塊的.讓人失望",4
"口味符合喜好, 加送牛肉醬超值",5
味道還可以，辣味跟麻辣不夠辣。不過這組合優惠很超值,5
品質優良，送貨快速。,5
品質優良，送貨快速。,5
商品的品質很好~店家的服務態度很好~出貨的速度也很快~已後如果有需要，還是會繼續購買的~,4.5
口味符合喜好，好吃~,4
果汁口味很好吃，還會再購買,5
美味好吃，有優惠時必定回購。,5
對產品是一向無慮的，但，有一建議，因包裝上層完全沒任何保護層，拆箱時，用美工刀劃開紙箱膠袋時，就也直接劃破最上層那包的包裝袋了！,5
好吃,5
趁有優惠 回購數次了 老牌子就是值得信任 還送牛肉醬2罐 真有賺到的感覺 謝謝商家,5
新東陽牛肉乾家中常備的零食，趁優惠價又有送肉醬，囤貨。,5
出貨速度很快，品質很穩定。,4
出貨速度快，新東陽品牌品質好，第二次購買,5
好吃，優惠價來買很划算，而且到貨迅速,4.5
好吃又附贈牛肉罐頭，超划算的,5
6/23日599購買的保存期限應該算即期品了吧，比6/26日579特價購買的保存期限還短，是挑選貨物出問題了？,2
品質佳價格實在，回購多次，送禮自用都好。,5
這是第二次購買了好吃 不會太乾也不會太濕喜歡°,5
旅遊、家聚、看電視不可或缺的小零嘴，多種口味，很適合親朋好友一起享用,5
特價還有贈品，MO幣，很超值,5
有活動時超級划算的,5
新東陽肉乾品質有保障，價格實惠，出貨快速。,4.5
出貨速度快，品質佳。,5
非常好,5
有特價還送罐頭。一直回購這牌，好吃很唰嘴,5
新東陽牛肉乾就是好吃的保證！,5
質優.這是再次回購，值得推薦！,5
新東陽牛肉乾就是好吃的保證！,5
品質優良，送貨迅速。,5
老品牌很實在，趁618優惠購入很划算,5
出貨快速，很好吃所以再回購,5
"好吃，再次回購,這次試買別的口味",5
商品品質好，價格優惠，賣家態度跟出貨速度也很棒，日後有需要會再回購！,5
包裝完整到貨快速，已回購多次,5
3包599元，一包辣味果汁賞味期8月16、辣味賞味期10月、麻辣9/24，出貨速度快，有開了一包辣味果汁口味，完全不辣，感覺稍微鹹了一點，其他口味還沒吃。,4
品質十分良好，出貨十分快速,5
喜歡的品牌及口味，個人非常喜歡吃！,5
送貨迅速，商品已經回購多次。,5
老牌老字號，牛肉干好吃，讚喔。,5
因為是優惠價的關係嗎？保鮮期限只到今年的9月份⋯,4
這次買感覺肉質乾乾的很難咬 剪的小小塊,4
又有特價 趕來屯貨 留著慢慢吃喲,5
快速到貨方便又經濟實惠,3.5
僅開拆一包口味還不錯!好吃!,4
品質很優、出貨速度超快,5
出貨快速，產品新鮮，價錢優惠。,5
產品.配送及服務態度均佳!,4
好吃 送貨快速 讓我不會餓太久,5
品質優良，物流配送有效率！,5
終於等到新東陽牛肉乾特價了，一定要買,5
"新東陽已買過2次,好吃,趁優惠再次購買!!",4
口味品質皆可以，給家人訂購的,5
黑胡椒口味真的料好實在 大推！馬上嗑掉一包😂麻辣口味的肉質軟嫩 特價非常划算 （雖然我也是新東陽的會員 哈哈,4.5
價格實惠，沒想到贈品用另一包裹寄送,5
先試吃了黑胡椒口味 不錯吃 但口味蠻重的 覺得單吃會太鹹太辣,5
希望有天能實現牛肉乾自由。,5
新東陽牛肉乾好吃，趁有折扣趕快補貨，👍啦！,5
家裏長期回購的零食，此次特價回購還送肉醬真的粉劃算，CP值粉高,5
商品還算不錯，已經有多次回購了。,4.5
"到貨速度極快,品質極優,尤其果汁牛肉好吃,值得推薦!",5
好吃，不乾柴，回購多次！,5
牛肉乾還是麻辣的最好吃,5
第一次一吃新東陽牛肉乾希望會喜歡,5
已經第N次購買，有時煮飯菜沒有煮肉，歺後吃可以當零嘴吃也順便補充一下蛋白質,5
好吃,5
每次特價一定再次回購真是物美價廉又好吃,5
出貨速度快，隔日就送達。,4
之前只買高坑牛肉乾，這次購買新東陽，覺得更好吃，下次有特價一定再回購,4
新東陽的肉乾，品質感覺比較有保障，口味也不錯,5
買原味牛肉乾，偏甜,3
已多次回購，口感軟嫩，香氣不錯,4
牛肉乾價位合理，又有送罐頭，,5
第一次購買，趁特價時，買來準備平常肚子餓時可以吃，好吃,4
1234567487987879,4
已經買了第三回了，都是趁有特價時買的,5
買过N次，好吃不会太乾。趁特價再次回購。,5
"還好物管打電話給momo客服,否則以為商品不見了",5
多次回購，希望常有促銷優惠，看到就會買。,4.5
新東陽果汁牛肉乾好吃,5
超棒好吃，是台灣最好吃的牛肉乾，沒有之一，偏濕，除了胡椒和麻辣太辣，其他很入口,5
好吃噢，只要是有特價，肯定要買起來囤貨的。,5
出貨速度快，品質還不錯。,4.5
出貨快 配送人員態度好,5
特價C/P值高，出貨快,5
多次回購，懶時補充蛋白質選擇之一,5
我要吃的菜色彩繽紛我想要吃飯,4
我們這一家我想要吃牛排七分,4
口味鮮美，出貨迅速，價格優惠,5
到貨快速，產品品質良好，很滿意～,5
品質還不錯，只是對我來說有點鹹。,3.5
夠辣也不會乾硬.持續回購,5
物超所值，現買現賺，值得一再回購,4
最好吃的牛肉乾～新東陽果汁牛肉乾。,5
好吃的零嘴食，有特價就常回購。,5
好吃，不過貨到順序很奇怪，主題比贈品晚到，再來運送盒子有點髒亂，好在不影響食物，新東陽肉乾是台灣開架肉乾最濕潤的... 麻辣和胡椒太辣了，水果、原味不錯,5
我以為贈品沒了 自認沒關係 沒想到 下午就送達 這表示管理非常優秀有效率。 我很想買家電 卻怕維修服務問題 因為我都在全國 大同或燦坤 維修服務很好,4.5
好吃的老牌牛肉，已回購多次了。,5
牛肉乾好吃又大份量，會再回購,5
新東陽的品質真的是沒話說，一次買三包，很划算，牛肉乾真的很好吃。,5
新東陽的牛肉乾 就是好吃 好吃,5
好品牌的牛肉乾，就是好吃，限時搶購的時候買最划算,5
價格優惠 口味還能挑選 到貨速度又超快 大推,5
份量蠻大包，口感濕潤，味道剛好,5
好吃的，買了很多次，很喜歡這個牌子，會繼續再買。👍👍👍👍👍,5
老品牌，很好吃，會再回購，送貨速度快,5
好吃的，很喜歡這個,5
新東陽是我吃過最好吃的牛肉乾。,5
出貨迅速，有優惠價再回購,5
老牌子，口碑佳，追劇零食常備品。,5
大包量小包價，非常的划算,5
My favorite is 麻辣 flavor. It’s not too spicy but all the flavors seems to be on the sweeter side.,5
非常棒的商品，已回購再回購,5
這次購買的是新東陽麻辣口味和辣味烤牛肉乾，之前就吃過麻辣口味的很好吃，這次也想嘗試看看辣味,4
很好吃，很喜歡這個皮，常常會買，會繼續再買。,5
很好吃，很喜歡這個皮，常常會買，會繼續再買。,5
贈品不錯!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5
喜歡果汁口味，濕潤不乾好,5
商品出貨迅速，實際狀況符合描述，已多次趁有特價時回購,5
三天左右收貨，已連續多次購買。,5
如果有優惠，想到就會買來當零食吃。,4.5
好吃！會想一口接一口，剪成小塊哄小孩，棒,5
大廠牌 比較安心吃。 已回購多次,5
口味不是很理想,4
5月4日到貨，但是牛肉乾的期限只到8月5日 保存期限太短了,4.5
是長期回購品，但果汁味越來越鹹甜，吃了幾口就吃不下，可惜。,3
訂購的是麻辣和辣味口果汁口味，兩種都非常好吃，辣味果汁很濕潤，麻辣口味香辣好吃,5
"已經收到貨, 開始使用, 非常感謝!",5
訂購商品快速到貨，趁優惠購買很划算,4
肉乾好吃，口味多樣化 特價買可以,5
第一次買新東陽的肉乾還滿好吃的不會太乾也不會太溼肉質Q彈下次如果有特價會再買。,5
還蠻好吃的不過有點辣,5
多次回購，很美味，是家裏零食櫃常備品。,5
到貨快速、好吃。 會再次回購！,4.5
包裝完整到貨快速，東西好吃,5
第二次購買，大廠牌品質還是有保障，特價時購入在價格上算合理,4
已回購多次，出貨超級快，商品包裝完整，需要時會再回購！,5
已經買過很多次麻辣牛肉乾很好吃,5
老牌零嘴，追劇良伴，特價回購。,5
家中必備有特價時便會購買,5
新東陽牛肉乾口味好，常在特價599元時回購多次。,5
商品品質好~出貨速度快,5
商品品質好~一直回購中,5
只有新東陽的產品適合本人的味蕾,5
家人喜歡的零嘴，老牌子較安心。,4
新東陽牛肉乾不會太乾硬，口味也不錯。,4.5
商品品質好，出貨速度快。,5
新東陽的牛肉乾就是好吃，我們全家人都愛吃，在momo買又便宜。,5
好吃的牛肉干 下午茶點心 真的不錯吃,5
"這次購買很好吃,有好的特價會再回購",5
好吃一再回購， 麻辣口味很好吃,5
新車陽牛肉乾好吃不錯，已回購多次了。,5
我的名牌很好吃 出貨快 退貨也沒有第二句話 服務佳,5
"牛肉乾好吃, 到貨速度快速。",5
"牛肉乾好吃,到貨速度快速。",5
"口感可以肉太濕, 如果稍微乾一點會更好",4
包裝完整，還沒拆開來吃。,5
台灣肉類加工食物的老品牌，品質有一定的水準，出貨迅速,4
出貨快速，品質良好，很滿意,5
新東陽牛肉乾已回購多次，是時不時就會想起的好味道!,5
到貨超快速，產品ok.很滿意,5
到貨超快速，產品ok.很滿意,5
大品牌的肉乾真的不錯吃，蠻適合配酒家庭聚會,5
出貨快速，果汁好久沒吃，一樣很甜。,5
好吃，嘴饞，趁特價買來追劇。,5
非常喜歡的口味。,5
到貨快，效期至2024.09 特價買入比實體店便宜，謝謝,5
信任的大品牌，帶出去補充蛋白質的好零食,5
"特價回購2組, 好吃CP值高.",5
新東陽肉乾長期回購品，好吃😋，特價優惠划算。,5
"新東陽是老品牌,相信應該有一定的品質！",5
出貨速度比預期更快速，值得推薦與持續回購商品，產品優良。,5
好吃，牛肉軟嫩，會再回購。,5
好吃的，成塊牛肉，有嚼勁,5
價格優惠，好吃就還好，贈品跟商品居然分兩次送，贈品就兩罐肉醬，還中華郵政送達，（郵資都比肉醬貴了，下次回饋mo幣就好了，真浪費）,4.5
個人覺得口味蠻重的，水果口味的太甜。,4.5
價格優惠，貨品包裝好，口味符合預期，會再回購,5
商品口味還不錯，趁著優惠價格買了。,4.5
商品口味還不錯，趁著優惠價格買了。,4.5
商品口味還不錯，趁著優惠活動買。,4.5
休閒娛樂、看電視的好零食，營養衛生，趁限時搶購，值得購買,5
麻辣牛肉乾非常好吃，第一次買的都是整片，後續買的幾乎碎的與有牛筋的居多，還好本人喜歡吃有筋的。,5
還不錯吃，已回購兩次！,4
太濕潤了，我還是喜歡較乾的牛肉乾,3.5
期限是24年七月！商品廣告上要寫啦,5
品質好，到貨速度快，辣味最對味,4
,5
數次回購，超美味噢！,5
果汁口味個人覺得不適應，太過軟爛濕黏，與一般肉乾差異很大,4
好吃。辣味的 沒很辣；麻辣的 很到味。已多次回購。,5
"老品牌信用好, 加贈品非常划算",5
商品符合期待,5
出貨雖然慢了點 但很軟 不錯吃 已第二次回購,5
特價又送一罐牛肉罐，很划算,5
老品牌真的值得信任，真的非常好吃！,5
到貨速度快,5
本次再回購 黑胡椒x2 麻辣x1 用料實在 吃的很涮嘴 新東陽牛肉乾就是讚！,5
這款牛肉乾買過好多次了，非常好吃，在momo買價錢很優惠，再加上送贈品，超划算。,5
出貨超級快，口味也附合我,5
老爸愛吃的零嘴之一、見到它、想念他,5
出貨迅速，有優惠再回購,5
回購 很軟很好吃回購囤貨,5
"到貨速度快,好吃,比之前特價時,小漲10元還可接受",5
蜜汁太甜，其他還好😅,3.5
新東陽肉剛好有特價一定買,4
再次回購。,5
好吃又實惠，特價的時候3組上限買好買滿就對了 讚讚,5
已買過3次，牛肉乾好吃，快速送貨！,4
趁特價購入，到貨快速。,5
東西好快就送來了，而且好新鮮喔，在Momo這個平台買東西真的很方便送貨速度又快包裝又好，因為很快就已經打開車了，所以沒忘了照相了對不起,5
軟硬適中，味道很夠，下酒的好零食！,5
新東陽牛肉乾軟嫩好吃。,5
牛肉乾還是新東陽好吃！,5
好吃不硬，喝茶好點心，常備商品,4
出貨速度甚快 貨品正確完好,5
已經回購多次了,5
新東陽牛肉乾還有啥評價好說，就是老味道好吃,5
喜歡新東陽牛肉乾購買都吃品質好,4
"已經收到貨, 開始使用, 非常感謝!",5
果汁口味肉軟多汁很好咬，再次回購。,5
新東陽果汁牛肉乾軟嫩好吃,4
出貨速度快，品質還不錯。,4
很滿意，會常常會買。,5
新東陽果汁牛肉乾肉質軟，長輩吃也不成問題,4
我們結婚了我們這一家我想要吃飽,4
貴公司牛肉乾的味道非常好吃尤其麻辣口味特佳,5
優質賣家，物流速度極高。 產品的包裝及品質可算優。 大家可以考慮在這邊採購。,5
覺得越來越甜.口味過重,4.5
讓人信任的老牌子 買的安心吃的放心 此次買的價格比去門市還便宜 希望常有優惠 消費者可省點荷包,5
再次回購，啤酒的好朋友,5
好吃味美，趁特價時再次回購，真的很划算噢！,5
好吃，希望價格可以更優惠，以前送貨速度很快，這次等了大約6天,5
"好吃,會忍不住一口接一口,果汁辣味沒有很辣,下次再買其他口味試試",5
It’s very good,5
好好吃，一再回購的產品,5
新東陽是老品牌值得信賴，份量多又好吃會持續回購,5
多次回購，物美又價廉，超好吃，超棒棒,5
產品包裝完整價格公道超讚的出貨速度及商品品質，我會再回購 謝謝賣家,5
"價錢比蝦皮便宜，但599買隔天就579,傻眼",5
之前6種口味都買過，這次挑了偏愛的口味再度回購，好吃，CP值高！,5
親友覺得是個好商品👍♥️✨物超所值的,5
新東陽果汁牛肉乾濕潤好吃,4
老牌子風味佳，追劇零嘴，特價回購。,5
果汁牛肉乾肉質細軟，牙齒不太好也咬的動,4
品質優等，下單訂購，簡單明瞭，配送時間優於預期,5
口味喜歡時常回購，出貨速度亦快。,4
goooooooood,5
出貨快速，好吃的老牌零食。,4.5
"價格雖然沒很便宜,也是續訂單!",5
有效期到2024年7月21日，到貨時間有如預期，價錢算是非常合理！,5
超值,4
上次買，老牌子，就是好吃，再回購,5
終於等到特價了，趕快回購3袋，牛肉乾喜歡吃它家的,5
家中長備的點心，好吃，每次都趁特價多買一點,5
老牌零嘴，品質口碑佳，特價會回購。,5
還是這個好吃的，味道好。,5
好吃的小零嘴，新東陽吃得最安心！,5
到貨迅速，商品的品質也非常好，完全符合期待,5
好吃，再次回購，但是辣味的一點點辣都沒有？！,5
66666666666666,5
It is very nice,5
到貨快速 產品好吃 多次回購,5
新東陽品牌OK，特價時買進。,5
第一次購買果汁跟原味口味還不錯吃 因為怕辣，黑胡椒口味就留給其他家人吃了，送貨速度很快就到貨了，讚！讚！讚！,5
搭配啤酒的好滋味，非常順口。,5
不會硬味道也剛好，之前買過再回購,5
牛肉乾老品牌新東陽，唯一選擇，辣果汁濕潤口感，新鮮好吃。,5
喜歡的辣味很快就沒有了，但其他口味也不錯吃,5
之前吃過，這次口味可挑的變少了！,5
喝完之後覺得腥味一直存在喉嚨……,3
好吃 小孩老人都很喜歡,5
包裝非常完整，寄貨超級迅速，第一次購買，喝起來大致還可以，交易愉快,5
家人工作受傷買來送家人超實用，就不用一直煮魚湯了,5
快速冷凍收到無退冰解凍，清爽原湯,5
很濃郁～好喝😋滿適合術後恢復食用👍👍,5
家人調養身體很棒的湯品；美味😋,5
好快就收到商品了 (家長覺得爽口好喝),5
2天就到貨 家人補身用 省去買魚和熬湯的步驟,5
包裝得宜，送貨速度迅速，還沒品嚐，送給術后病人吃，如果合適會再回購！,5
很濃郁的湯頭，加點蔬菜菇類就是一碗營養豐富的湯，連5歲女兒都說好好喝，營養滿滿,5
才喝一包，很腥，請問可以退貨嗎？,1
很棒的魚湯👍👍👍👍👍,5
超方便，全家人都可以一起享用！,5
很棒的滋補湯品；營養又美味😋,5
寄件速度快，包裝完整，好評,5
高度剛好廚房的櫃子，烘烤時間很快，另外烤吐司功能烤出來外酥內軟很好吃～這台很值得買,5
好用，加熱快 烤厚片很漂亮,5
造型很美的小家電,5
送貨速度快,5
出貨速度快 期待使用,5
特價購入真的好划算 好用,5
開箱一切正常，擦拭完畢第一次開烤發現旋鈕沒辦法正確倒數計時並逆時針轉回去，因為旋鈕根本就是壞的(;´༎ຶД༎ຶ`) 請客服協助更換維修啊啊啊啊啊,2
送貨速度快，期待好使用,5
小巧使用方便，覺得還不錯,5
蠻耐看的，溫度也夠，僅清洗上較不便。若能另外附上或另購不銹鋼製、能放洗碗機的氣炸籃會更好,5
使用前，如規格書說明，乾淨濕式清潔內部，擦拭到加熱管，不知道是掉漆還是髒污，清了許久才擦淨，如果沒有先清潔，難想像這不會進到食物裡。。,2.5
小小台的很可愛，目前只烤過吐司，再研究研究其他料理。,5
這款氣炸烤箱使用上很方便，食材烤起來都還不錯。,5
烤箱內壁有不沾的鐵弗龍 烤麵包時 有陣陣的臭味 好像在吸毒 不推薦,1
商品符合需求，出貨速度快,5
這已經是購買的第二台。超好用。煎炸魚，鹽酥雞，氣炸烘焙都好用。讚,5
出貨速度迅速，品質不錯,4
烤箱超美，每一個配件、機器主體都防護的很好。烤的速度很快、食物很美味。很適合小家庭。,5
烤起來酥脆好吃，有符合期望,5
出貨速度快 烤牛肉好吃不乾柴,5
出貨速度迅速，品質不錯,4
"昨天烤了鯖魚,,顏色沒有很美味的感覺",3
非常好用，烤鯖魚只要五分鐘，體積小，效能高，很適合小家庭。,5
包裝很密實 每個配件都有包覆完整,5
是我個人喜歡的質感 大小很可以 使用上非常簡單,5
小家庭使用很方便功能也多樣,5
烤地瓜超級好吃，不用花錢去全家便利商店買了！,5
使用過很滿意，目前只使用過炙烤功能，做出來成品很好吃，香味都鎖住了,5
這台屬於小而美的機型，長度寬度剛好可以放在瓦斯爐上，可烤可炸算是蠻實用的！,5
雖然小小一台，對小家庭或是小資女來說剛剛好喔！,5
（1）沒有防燙夾，烤好的東西不易取出。 （2）氣炸籃不平整（中間凸起）。 （3）置放食物的高度約8公分，超過一個菠蘿麵包的高度就無法使用。,1
很好用的商品，小家庭適用,5
好用推薦 多功能很方便最常用烤吐司,5
微波飲料（內建）很方便，過年氣炸年糕也方便、健康，好用的產品。,5
剛開始使用還不熟練 希望如預期中的好用,5
商品品質不錯，但是贈品沒有送，太可惜了,5
看簡介感覺小家庭蠻好用的,5
方便好用，適合我的小廚房，不用那麼多台，一機搞定.,5
12/30購買，商品很快到貨，外觀也美，問題是使用3次就故障，無法使用，1/20去電廠商說要等2/4以後再去電通知維修，不是保固2年嗎？不能去門市檢修或直接換貨嗎？很傻眼！,1.5
操作簡單，符合老婆的高智商操作,5
出貨速度快品質優良價格在優惠會更棒,4
剛買不會用覺得很不好用！經過幾次操作之後就得心應手！超方便又智能的商品！使用後沒拿出食品！會間接的發出提醒聲！直到開門後才會停止提示聲！之前買普通的微波爐加熱食品常常放到忘記！現在不用再擔心了！很讚！,5
好好用!! 一台多功能 超棒,5
目前使用起來方便順手 謝謝momo,5
沒有收到貨也沒有退款，但是訂單資料顯示已經收到貨，請盡速辦理退款,1
剛買一週$6980，現在6380，氣死。但這台真的很好用！,3
三合一的功能 對小家庭來說 真的是空間救星 一收到貨立馬開箱試用 氣炸薯條👍喔 再來慢慢解鎖其他菜單😁,5
等了好多天昨天到貨，晚上試用，螢幕有顯示，設定好之後，但按開始只出現嗶嗶嗶三聲，無法啟用各種功能。目前全新無法使用。打電話給美善雅公司十點了也沒人接電話。昨天回收日紙箱也丟了。可以告知如何處理嗎？,3
家人非常喜歡、真的真的很開心不小心滑到這個商品然後買下來、真的超級好用功能也非常令人滿意、操作也簡單、清潔上很容易,5
星期日下單，星期一下午收到！出貨速度也太快了😂 使用了很滿意，微波的聲音比較大，烘烤氣炸的聲音比飛牌小。,5
相當好用！,5
因為空間的關係只能買多功能，使用起來還可以，該有都有,5
家裡烤箱剛好壞掉，發現現在居然有三合一功能的，實在太方便。,5
好棒，下次再購買，超高CP值，推薦給大家,5
沒收到贈品,3
仔細閱讀使用方式 很便利,5
非常好用，價格親民，功能它牌之上。新家再購一台，也變便宜了。,5
我先看使用說明書完之後 ，依照說明內容逐一檢查。 結果，缺一角。 還沒使用就壞了。 還有這個零件也是壞的，我拿到的機王嗎？,2
一開始送來外觀有凹陷 申請換貨速度快,4
之前家裡微波爐罷工，趁雙11把氣炸鍋跟烤箱一併收了，解放不少空間，但烤箱內部小，需小心別被內壁燙傷。 可惜早有兩台攪拌機，若能多選一會更有誠意。 momo實在太好買，送了500mo幣，開心繼續買 ^^,5
送給好朋友的新居落成禮物，看到她喜愛的樣子，非常滿意,5
雙十一購物超級划算，美膳雅品牌家電真棒,5
非常好用，三合一多功能適合小廚房 小家庭2-3人適用，機器內部空間不大。,5
非常好用 節省空間 也能方便料理,5
出貨速度快，產品很好用。,5
商品收到貨時，當天就發現轉盤有異常，轉盤動一下就停止，使用說明不是很詳細，要自己實際操作後才會順手,1
為何贈送的攪拌機沒有一起送達呢？,5
使用第一次有冒煙 不知道是不是正常的 （想知道答案） 第二次使用以後就沒有冒煙的問題 不過收到貨目前都不錯,5
